Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,AMQ-5844,12837940,"Introduce logic into the failover transport not to recreate ""aborted"" slow consumers.",gtully,gmurthy,Minor,Resolved,Fixed,15/Jun/15 19:38,16/Jun/15 14:56,
Bug,AMQ-5842,12837823,"activemq script doesn't work on solaris because of ""su"" command",jbonofre,Miminoux,Trivial,Open,,15/Jun/15 12:33,15/Jun/15 14:50,
Bug,AMQ-5841,12837797,activemq script returns a non zero exit code for successful operations,dejanb,dejanb,Major,Resolved,Fixed,15/Jun/15 10:29,15/Jun/15 10:32,
Bug,AMQ-5840,12837779,activemq-osgi should include activemq-blueprint,jbonofre,oxytu,Major,Open,,15/Jun/15 08:59,15/Jun/15 15:49,
Bug,AMQ-5839,12837504,AMQP: NoLocal Filter Name is wrong,tabish,tabish,Major,Resolved,Fixed,12/Jun/15 20:04,12/Jun/15 20:49,
Bug,AMQ-5835,12837111,activmq leveldb with zookeeper cluster ,,wei,Major,Closed,Won't Fix,11/Jun/15 10:53,06/Feb/17 14:27,
Bug,AMQ-5834,12836914,MQTT: Publish when not authorized can stall due to missing server ACK.,tabish,tabish,Major,Resolved,Fixed,10/Jun/15 18:29,10/Jun/15 18:59,
Bug,AMQ-5830,12836503,"Broker duplex network connection is shutdown when ""javax.jms.ResourceAllocationException: Usage Manager memory limit"" is sent across the network",gtully,gtully,Major,Resolved,Fixed,09/Jun/15 10:27,09/Jun/15 14:14,
Bug,AMQ-5829,12835757,Fake AMQP connections remain in ActiveMQ and cause denial of service,,leorigu,Critical,Closed,Duplicate,05/Jun/15 15:44,05/Jun/15 16:34,
Bug,AMQ-5828,12835537,AMQP: Messages default to Durable,tabish,chug,Major,Resolved,Fixed,04/Jun/15 21:06,05/Jun/15 15:21,
Bug,AMQ-5827,12835284,replayWhenNoConsumers just partial work,,duffqiu,Major,Open,,04/Jun/15 03:59,04/Jun/15 03:59,
Bug,AMQ-5826,12835266,activemq browse shows limit messages,,Cadmean,Trivial,Closed,Duplicate,04/Jun/15 02:26,08/Jun/15 02:10,
Bug,AMQ-5825,12835060,Improve performance of Queue.addToConsumerList(),,tbain98,Minor,Open,,03/Jun/15 13:58,11/Jun/15 03:42,
Bug,AMQ-5824,12835054,Improve performance of ManagedRegionBroker.removeConsumer(),,tbain98,Minor,Open,,03/Jun/15 13:52,03/Jun/15 13:52,
Bug,AMQ-5823,12835051,Improve performance of AbstractRegion.addSubscriptionsForDestination(),,tbain98,Minor,Open,,03/Jun/15 13:42,03/Jun/15 13:42,
Bug,AMQ-5822,12835048,NIO Transport for OpenWire doesn't track bytes read,tabish,tabish,Major,Resolved,Fixed,03/Jun/15 13:39,03/Jun/15 14:12,
Bug,AMQ-5821,12835046,Activator can trigger unwanted behaviour when loading classes from other bundles,jbonofre,cschneider,Major,Resolved,Fixed,03/Jun/15 13:37,30/Jun/15 12:23,
Bug,AMQ-5819,12834644,Failover Transport - Sleep for Reconnect Delay happens twice per iteration,tabish,eric.wyles,Minor,Resolved,Fixed,02/Jun/15 15:52,15/Apr/16 16:51,
Bug,AMQ-5818,12834530,PWC6197: An error occurred at line: 20 in the jsp file,,DennisAhaus,Major,Closed,Duplicate,02/Jun/15 09:03,10/Jan/17 05:02,
Bug,AMQ-5817,12834279,LevelDB file handle leak,,steven.fox,Major,Resolved,Fixed,01/Jun/15 16:02,16/Feb/16 15:57,
Bug,AMQ-5816,12834223,NPE during sending a message when using http transport and leveldb store,tabish,eugene.tarasov,Major,Resolved,Fixed,01/Jun/15 12:40,02/Jun/15 11:43,
Bug,AMQ-5815,12834219,Frequency IOException cast dead lock while using kahadb in high concurrency environment,gtully,bopbopbaby,Major,Resolved,Fixed,01/Jun/15 12:21,15/Aug/16 10:41,
Bug,AMQ-5814,12833667,Wrong with role-based authorization when using right permission,tabish,hongphu8790,Critical,Resolved,Fixed,29/May/15 04:27,04/Aug/15 12:51,
Bug,AMQ-5813,12833387,TopicSubscriptions report a negative countBeforeFull statistic,tabish,cshannon,Minor,Resolved,Fixed,28/May/15 11:26,04/Aug/15 12:51,
Bug,AMQ-5812,12833377,Message State not persistence properly with failover,,prabathariyarathna,Major,Closed,Invalid,28/May/15 10:27,28/May/15 22:01,
Bug,AMQ-5811,12833281,NoSuchElementException during resource adapter shutdown in EAP 6,,gaohoward,Major,Resolved,Fixed,28/May/15 02:02,19/Jun/15 15:15,
Bug,AMQ-5810,12833183,https transport does not work with proxy,,PavloVasylchenko,Major,Closed,Duplicate,27/May/15 20:52,28/May/15 11:43,
Bug,AMQ-5809,12833178,https transport does not work with proxy,,PavloVasylchenko,Major,Closed,Duplicate,27/May/15 20:45,28/May/15 11:42,
Bug,AMQ-5808,12833176,https transport does not work with proxy,,PavloVasylchenko,Major,Closed,Duplicate,27/May/15 20:44,28/May/15 11:42,
Bug,AMQ-5807,12833175,https transport does not work with proxy,,PavloVasylchenko,Major,Closed,Duplicate,27/May/15 20:41,28/May/15 11:42,
Bug,AMQ-5806,12833174,https transport does not work with proxy,,PavloVasylchenko,Major,Closed,Duplicate,27/May/15 20:40,28/May/15 11:41,
Bug,AMQ-5805,12833171,Using https transport with http proxy,,PavloVasylchenko,Major,Closed,Duplicate,27/May/15 20:35,28/May/15 11:40,
Bug,AMQ-5804,12833170,Using https transport with http proxy,,PavloVasylchenko,Major,Resolved,Fixed,27/May/15 20:33,19/Jun/15 20:29,
Bug,AMQ-5803,12833151,Network of brokers is not able to correctly deal with exclusive consumers,,jbonofre,Major,Open,,27/May/15 19:18,27/May/15 19:18,
Bug,AMQ-5800,12833008,failover Protocol,,indorajesh2000,Blocker,Closed,Incomplete,27/May/15 10:29,07/Aug/15 20:44,
Bug,AMQ-5798,12832679,Invalid ActiveMQ connector options should be reported by throwing an error or warning,,jaysensharma,Major,Open,,26/May/15 09:47,27/May/15 19:34,
Bug,AMQ-5797,12832645,Consumers Using spring DefaultMessageListener Container cannot sometimes consume messages during failover/restart of ActiveMQ,,sreepanchajanyam,Major,Open,,26/May/15 07:11,26/May/15 07:12,
Bug,AMQ-5796,12832618,Incorrect Task Usage mentioned for amq browse command for the msgsel,davsclaus,jaysensharma,Trivial,Resolved,Fixed,26/May/15 05:29,29/Nov/16 16:43,
Bug,AMQ-5793,12832076,swiss army knife example broken,andytaylor,andytaylor,Trivial,Resolved,Fixed,22/May/15 07:11,22/May/15 07:56,
Bug,AMQ-5790,12831654,Huge number of TIME_WAIT connections observed while using activemq resource adapter with EAP6,gtully,jaysensharma,Major,Resolved,Fixed,21/May/15 08:39,09/Jun/20 15:13,
Bug,AMQ-5788,12831501,Failover issue: IllegalStateException: Cannot remove session | producer from connection that had not been registered,,stolsvik,Major,Closed,Incomplete,20/May/15 20:11,13/Oct/15 20:25,
Bug,AMQ-5787,12831466,VMTransport uses broken double checked locking,tabish,jahlborn,Critical,Resolved,Fixed,20/May/15 18:21,04/Aug/15 12:51,
Bug,AMQ-5786,12831395,ActiveMQ failed to start with KahaDB reporting corrupt journal records and throwing NegativeArraySizeException,,lichtin,Critical,Closed,Incomplete,20/May/15 14:46,21/Jan/16 11:07,
Bug,AMQ-5785,12831373,Deadlock between FilePendingMessageCursor usage change and incoming send operations.,tabish,sreepanchajanyam,Critical,Resolved,Fixed,20/May/15 13:21,26/Oct/16 08:38,
Bug,AMQ-5784,12831333,Jetty9 websockets dont work with mqtt,,treyerl,Major,Resolved,Fixed,20/May/15 10:29,28/May/15 23:00,
Bug,AMQ-5783,12831310,"Failed to browse Topic: XXXXX java.io.EOFException: Chunk stream does not exist, page: y is marked free",gtully,gtully,Major,Resolved,Fixed,20/May/15 08:47,20/May/15 12:49,
Bug,AMQ-5782,12830974,Resource Adapter doesn't support SSL,andytaylor,andytaylor,Major,Resolved,Fixed,19/May/15 10:25,21/May/15 08:35,
Bug,AMQ-5780,12830503,"Unmatched acknowledge (end of ack) , when connect to AMQ using WS over Stomp",,salmaAli,Major,Closed,Incomplete,17/May/15 15:18,19/Jun/15 17:55,
Bug,AMQ-5779,12830419,Message Properties that contain dashes silently fail with selectors,,blackocean,Major,Closed,Not A Problem,16/May/15 15:29,19/Jun/15 17:57,
Bug,AMQ-5775,12829568,Web console queue graph encoding,dejanb,dejanb,Major,Resolved,Fixed,13/May/15 14:31,13/May/15 14:33,
Bug,AMQ-5773,12829527,Memory leak in JDBC Message Store,,Denary,Major,Closed,Fixed,13/May/15 11:29,28/Mar/16 20:27,
Bug,AMQ-5770,12828609,activemq-web-console feature doesn't install in Karaf 4 SNAPSHOT,jbonofre,bschuhmann,Minor,Resolved,Fixed,09/May/15 19:04,17/Jun/15 19:15,
Bug,AMQ-5769,12828589,invalid broker uri,,rapiddata,Major,Closed,Cannot Reproduce,09/May/15 16:30,09/Jun/15 17:37,
Bug,AMQ-5767,12828380,UseAuthenticatedPrincipalForJMSXUserID causes class not found exception when used with custom authentication,,e-ozcan@outlook.com,Minor,Open,,08/May/15 14:57,08/May/15 19:15,
Bug,AMQ-5765,12827800,Delete inactive destinations not working in 5.8.0,,waydena,Major,Closed,Cannot Reproduce,06/May/15 20:45,11/May/15 20:05,
Bug,AMQ-5764,12827760,When the mirroredQueue destination interceptor is enabled in activemq.xml the purge button on the queues tab of the web console no longer works,,jgoodyear,Major,Resolved,Duplicate,06/May/15 18:33,06/May/15 22:18,
Bug,AMQ-5763,12827194,Consume messages in transactions with AMQP stop after 500 messages,robbie,jdk,Major,Resolved,Fixed,05/May/15 08:56,05/May/15 18:41,
Bug,AMQ-5762,12827045,Severe memory leak in the MQTT connector,tabish,mfeingold,Critical,Resolved,Pending Closed,04/May/15 20:43,15/May/15 20:30,
Bug,AMQ-5759,12826870,Message is moved to DLQ too early after several redeliveres,,lisachenko,Major,Open,,04/May/15 07:50,04/May/15 07:50,
Bug,AMQ-5758,12826735,DefaultIOExceptionHandler causing NPE,,graben,Major,Resolved,Fixed,02/May/15 16:14,06/May/15 19:13,
Bug,AMQ-5756,12826561,"RAR declares dependency on slf4j-log4j, should declare dependency on slf4-api instead",,sebastian@2007.org,Minor,Open,,01/May/15 15:09,01/May/15 16:34,
Bug,AMQ-5753,12825984,Not possible to use custom truststore via org.apache.activemq.jndi.ActiveMQInitialContextFactory (within a WebLogic Foreign Server),,slash,Major,Closed,Duplicate,29/Apr/15 15:42,04/Nov/16 12:34,
Bug,AMQ-5752,12825929,Move and copy message does not work in web console,,northlander,Major,Open,,29/Apr/15 12:26,20/Jun/16 09:29,
Bug,AMQ-5749,12825436,activemq-karaf bundle can't be installed into Karaf container,,xldai,Major,Resolved,Not A Problem,28/Apr/15 06:45,15/Oct/18 15:34,
Bug,AMQ-5746,12824299,Slave broker not registering JMX mBean when scheduler is enabled,gtully,gtully,Major,Resolved,Fixed,27/Apr/15 14:55,27/Apr/15 15:18,
Bug,AMQ-5745,12824150,Code analysis revealed multiple vulnerable sections of code,,int3solutions,Major,Resolved,Fixed,27/Apr/15 04:14,04/Aug/15 15:59,
Bug,AMQ-5744,12823701,Password encryption is broken in OSGi,dejanb,dejanb,Major,Resolved,Fixed,24/Apr/15 09:53,24/Apr/15 09:59,
Bug,AMQ-5743,12823444,purged of 0 messages | org.apache.activemq.broker.region.Queue logged when clearing a temp queue,gtully,aivanise,Minor,Resolved,Fixed,23/Apr/15 15:20,24/Apr/15 12:33,
Bug,AMQ-5742,12823420,Destination dispatched count statistic not reflecting redelivery/redispatch,gtully,gtully,Major,Resolved,Fixed,23/Apr/15 13:26,25/Feb/16 13:27,
Bug,AMQ-5738,12822950,AMQP memory leak of sender links while closing non-durable consumers,,robbie,Major,Resolved,Fixed,22/Apr/15 09:23,22/Apr/15 09:36,
Bug,AMQ-5735,12822692,increment redeliverCounter in the absence of client supplied information,gtully,gtully,Major,Resolved,Fixed,21/Apr/15 15:04,22/Apr/15 21:40,
Bug,AMQ-5733,12822345,kill -9 always results in failure signal,,jmkgreen,Major,Open,,20/Apr/15 15:12,23/Apr/15 06:13,
Bug,AMQ-5732,12821394,Changing message selector leads to blocking message,,Cadmean,Major,Closed,Cannot Reproduce,16/Apr/15 01:36,22/Apr/15 06:32,
Bug,AMQ-5731,12821339,AMQP: corrupted incoming frame can cause the connection to drop but not be unregistered on the Broker.,tabish,tabish,Major,Resolved,Fixed,15/Apr/15 22:13,05/Jun/15 16:31,
Bug,AMQ-5730,12821191,"When nonBlockingRedelivery is set to true, redelivery delays can be incorrect",jbonofre,iguanito,Major,Open,,15/Apr/15 14:54,23/Aug/18 17:19,
Bug,AMQ-5729,12821172,Audit log shows plaintext password for QueueView.sendTextMessage,,martyntaylor,Major,Resolved,Fixed,15/Apr/15 14:12,24/Apr/15 15:24,
Bug,AMQ-5724,12821124,Query command don't filter properly ,gtully,dejanb,Major,Resolved,Fixed,15/Apr/15 11:26,16/Jun/15 14:57,
Bug,AMQ-5723,12820841,AMQP: Presettle deliveries miss calling local settle which leaks resources,tabish,tabish,Major,Resolved,Fixed,14/Apr/15 15:17,14/Apr/15 15:30,
Bug,AMQ-5721,12820805,Update AMQ to commons-pool2,dejanb,jgenender,Major,Resolved,Fixed,14/Apr/15 12:55,24/Aug/15 17:51,
Bug,AMQ-5718,12820493,Prevent adding a message to topic subscriber while we're discarding a message,dejanb,dejanb,Major,Resolved,Fixed,13/Apr/15 09:13,13/Apr/15 09:20,
Bug,AMQ-5716,12819732,TopicSubscription gets into endless loop when memory limit reached,,mkubricht,Major,Open,,09/Apr/15 16:36,24/Jun/15 13:30,
Bug,AMQ-5715,12819654,ActiveMQ cannot load decryption password from environment variable,,Antoine Wils,Minor,Open,,09/Apr/15 12:54,09/Apr/15 12:56,
Bug,AMQ-5714,12819319,Issue with pathCanonical() method within activemq startup for installation paths that consist of directories with a single character or 2 characters,,james.spurin,Minor,Resolved,Fixed,08/Apr/15 13:46,29/Nov/16 16:31,
Bug,AMQ-5713,12819288,doHandleReplyTo cannot be set in activemq.xml,,papssapa,Minor,Resolved,Fixed,08/Apr/15 11:27,06/Jun/15 03:27,
Bug,AMQ-5712,12819015,Broker can deadlock when using queues while producers wait on disk space,cshannon,cshannon,Major,Resolved,Fixed,07/Apr/15 18:31,20/Nov/15 21:01,
Bug,AMQ-5711,12818966,[AMQP] Consumer on named temporary queue results in NullPointerException,tabish,dake,Minor,Resolved,Fixed,07/Apr/15 15:22,21/Apr/15 21:47,
Bug,AMQ-5710,12818965,ActiveMQConnection cleanup should not close the connection on the broker,dejanb,dejanb,Major,Resolved,Fixed,07/Apr/15 15:19,07/Apr/15 15:25,
Bug,AMQ-5705,12787455,originBrokerURL incorrectly set in advisory messages,gtully,vhle01,Minor,Resolved,Fixed,01/Apr/15 20:08,23/Jun/15 11:08,
Bug,AMQ-5704,12787344,AMQP: SASL Mechanisms sent in the wrong order.,tabish,tabish,Major,Resolved,Fixed,01/Apr/15 14:14,01/Apr/15 14:20,
Bug,AMQ-5703,12787339,kahadb - index recovery - corrupt journal records cannot be skipped,gtully,gtully,Major,Resolved,Fixed,01/Apr/15 13:45,01/Apr/15 15:20,
Bug,AMQ-5702,12787328,REST production of message bodies can result in IllegalStateException: STREAMED (same as AMQ-5579),,John Greenan,Major,Closed,Workaround,01/Apr/15 13:02,06/Apr/16 20:44,
Bug,AMQ-5701,12787284,Invalid TLS Padding data Error,,harikrish07121991,Major,Closed,Duplicate,01/Apr/15 07:36,02/Apr/15 13:52,
Bug,AMQ-5700,12787283,Invalid TLS Padding data Error,,harikrish07121991,Major,Closed,Not A Problem,01/Apr/15 07:35,06/Apr/15 15:13,
Bug,AMQ-5698,12787065,AMQP: Transport factories are not applying wireFormat.* options to newly created Transport instances.,tabish,tabish,Major,Resolved,Fixed,31/Mar/15 15:51,31/Mar/15 16:40,
Bug,AMQ-5697,12787058,Authorization map doesn't handle composite destinations properly,dejanb,dejanb,Major,Resolved,Fixed,31/Mar/15 15:11,31/Mar/15 15:14,
Bug,AMQ-5695,12786968,KahaDB not cleaning up log files,,sw0x2A,Blocker,Closed,Cannot Reproduce,31/Mar/15 08:45,16/Jan/17 12:42,
Bug,AMQ-5694,12786880,ActiveMQTempDestination.delete() can block forever,mattrpav,stolsvik,Major,Open,,31/Mar/15 00:19,03/Mar/21 17:32,
Bug,AMQ-5691,12786100,java.lang.UnsupportedClassVersionError: org/apache/activemq/util/BooleanEditor : Unsupported major.minor version 51.0,,maximilia,Major,Closed,Not A Problem,27/Mar/15 06:56,27/Mar/15 06:58,
Bug,AMQ-5690,12786076,Wrong property in ra.xml for org.apache.activemq.pool.XaPooledConnectionFactory,,amorozov,Major,Open,,27/Mar/15 02:55,27/Mar/15 02:55,
Bug,AMQ-5689,12786033,Queue dispatching hangs when there are redelivered messages that don't match current consumer's selectors,ceposta,ceposta,Major,Resolved,Fixed,26/Mar/15 22:42,27/Mar/15 22:22,
Bug,AMQ-5688,12785935,JMSRedeilivery not set if Consumer restarted.,,burraget,Major,Closed,Fixed,26/Mar/15 17:04,27/Jun/15 11:33,
Bug,AMQ-5686,12785280,ProxyMessageStore doesn't properly delegate,tabish,cshannon,Major,Resolved,Fixed,24/Mar/15 19:47,25/Mar/15 14:27,
Bug,AMQ-5685,12785122,Purge does not work when simple authorisation plugin is used,tabish,krichards,Minor,Resolved,Fixed,24/Mar/15 10:14,16/Apr/15 16:55,
Bug,AMQ-5684,12784967,AMQP: messages get stuck,tabish,chug,Major,Resolved,Fixed,23/Mar/15 19:53,14/Mar/16 12:59,
Bug,AMQ-5683,12784860,[doc] No documentation of transport.soWriteTimeout,tmielke,tmielke,Major,Closed,Fixed,23/Mar/15 16:16,22/May/15 08:25,
Bug,AMQ-5681,12783784,"inFlightCount of ""ActiveMQ.Advisory.TempQueue"" seems to rise forever.",,stolsvik,Major,Closed,Not A Problem,20/Mar/15 22:37,17/Apr/15 15:05,
Bug,AMQ-5680,12783576,MessageBrokerView.getTempQueues() have test for destination.isTopic() instead of destination.isQueue(),,stolsvik,Minor,Resolved,Fixed,20/Mar/15 12:06,01/Apr/15 13:53,
Bug,AMQ-5679,12783365,Wildcard Selector is Cached Against Virtual Topic when Browsing the Topic,,jreock,Minor,Closed,Duplicate,19/Mar/15 20:41,26/Mar/15 22:46,
Bug,AMQ-5676,12783294,Unable to create ConnectionFactory from admin page,,narayanab16,Major,Closed,Not A Problem,19/Mar/15 16:44,17/Apr/15 17:28,
Bug,AMQ-5675,12782960,org.apache.activemq.leveldb.CountDownFuture,,gbsnaker,Critical,Closed,Incomplete,18/Mar/15 17:45,20/May/16 16:14,
Bug,AMQ-5674,12782907,initialRedeliveryDelay not respected,dejanb,dejanb,Major,Resolved,Fixed,18/Mar/15 16:05,04/Aug/15 15:59,
Bug,AMQ-5670,12782572,AMQ issue,,Botros,Major,Closed,Cannot Reproduce,17/Mar/15 14:21,23/Dec/15 15:19,
Bug,AMQ-5668,12782550,NPE in kahadb with concurrentStoreAndDispatchTopics when sending MQTT msgs with different QoS,,tmielke,Major,Resolved,Fixed,17/Mar/15 12:29,17/Jun/15 23:11,
Bug,AMQ-5667,12782468,"Asynchronous sending non persistence messages,it will error,please see description",,qq7689791,Major,Closed,Cannot Reproduce,17/Mar/15 03:56,07/Dec/15 19:56,
Bug,AMQ-5665,12782372,memory store is broken in 5.11.0 for advisories (and probably other issues as well),dejanb,burtonator,Major,Resolved,Fixed,16/Mar/15 21:35,26/Apr/16 17:52,
Bug,AMQ-5664,12782324,ConcurrentModificationException seen from client send of TextMessage,,tabish,Major,Closed,Cannot Reproduce,16/Mar/15 18:41,15/Jan/16 17:28,
Bug,AMQ-5663,12782121,Memory leak in message batching,,kara_cz,Major,Closed,Incomplete,16/Mar/15 03:30,20/Jan/16 22:49,
Bug,AMQ-5660,12781635,Dequeue count for Topics does not increase for durable subscribers,,jessy_2012,Major,Closed,Duplicate,12/Mar/15 22:08,05/Jun/15 16:35,
Bug,AMQ-5658,12781173,"ActiveMQ will not start after KahaDB Corruption due to ""Protocol message contained an invalid tag (zero)"" error",,g8torPaul,Major,Closed,Incomplete,11/Mar/15 13:13,23/Nov/15 16:03,
Bug,AMQ-5656,12780893,Support selective MBean creation,gtully,lichtin,Blocker,Closed,Fixed,10/Mar/15 15:33,15/Nov/18 17:42,
Bug,AMQ-5652,12780546,IdGenerator not optimal in port restricted enviroments.,chirino,chirino,Major,Resolved,Fixed,09/Mar/15 17:47,10/Mar/15 19:38,
Bug,AMQ-5651,12780510,huge message loss / miss found in amq-camel route exchanges ,,vkrnt18,Major,Resolved,Invalid,09/Mar/15 15:04,28/Mar/16 07:00,
Bug,AMQ-5650,12780432,activemq-rar-5.9.0.rar does not respect InitialRedeliveryDelay when MaximumRedeliveries is defined.,,jaysensharma,Major,Open,,09/Mar/15 08:45,09/Mar/15 08:49,
Bug,AMQ-5649,12780323,Maximum producers allowed per connection doesn't work for anonymous producers,tabish,cshannon,Minor,Resolved,Fixed,08/Mar/15 15:53,13/Apr/15 16:44,
Bug,AMQ-5647,12780106,AMQP: Close busy receiver link to queue and open new link: new link never receives,tabish,chug,Major,Resolved,Fixed,06/Mar/15 16:11,02/Apr/15 22:55,
Bug,AMQ-5646,12780090,AMQP: Second receiver attaching to queue hangs,tabish,chug,Major,Resolved,Fixed,06/Mar/15 15:05,13/Mar/15 22:23,
Bug,AMQ-5645,12780084,CronParser.getNextScheduledTime() for the first day of every month,tabish,adramirez,Major,Resolved,Fixed,06/Mar/15 14:41,29/Nov/16 16:19,
Bug,AMQ-5644,12780083,Autorization map doesn't handle wildcard subscriptions properly,dejanb,dejanb,Major,Resolved,Fixed,06/Mar/15 14:33,10/Mar/15 10:27,
Bug,AMQ-5643,12780078, javax.jms.JMSSecurityException: User is not authorized to write to: queue://  with NIO Transport,,sebastian.thoene,Major,Closed,Not A Problem,06/Mar/15 14:15,11/Mar/15 09:47,
Bug,AMQ-5641,12779796,Failed to add Connection ID,,AndyShi,Critical,Closed,Not A Problem,05/Mar/15 13:57,27/Apr/15 21:10,
Bug,AMQ-5635,12779369,logging not configureable in activemq-client-api,,thorb,Minor,Closed,Incomplete,04/Mar/15 12:18,08/Apr/15 13:29,
Bug,AMQ-5634,12779299,Tomcat unable to access HTTPS WSDL url for webservices ,,Devidutta,Major,Closed,Invalid,04/Mar/15 05:02,25/May/16 22:31,
Bug,AMQ-5633,12779243,MapMessage.getBooleanProperty should probably throw if value not present,,stolsvik,Major,Closed,Not A Problem,04/Mar/15 00:11,04/Mar/15 14:30,
Bug,AMQ-5632,12779083,MapMessage.getBytes crashes with NPE if no value present,tabish,stolsvik,Major,Resolved,Fixed,03/Mar/15 14:27,03/Mar/15 21:18,
Bug,AMQ-5629,12779042,MapMessage.getChar does not handle if the backing map contains String or UTF8,tabish,stolsvik,Major,Resolved,Not A Problem,03/Mar/15 12:30,04/Mar/15 00:23,
Bug,AMQ-5628,12779041,MapMessage.getDouble uses Float when converting from String/UTF8,tabish,stolsvik,Major,Resolved,Fixed,03/Mar/15 12:27,03/Mar/15 21:29,
Bug,AMQ-5627,12778990,Dead picture links in website,,cathodion,Major,Resolved,Fixed,03/Mar/15 09:20,11/Mar/15 10:12,
Bug,AMQ-5626,12778762,kahadb - inconsumable low/med priority message after restart,gtully,gtully,Major,Resolved,Fixed,02/Mar/15 14:14,02/Mar/15 14:58,
Bug,AMQ-5624,12778638,Slow consumer count for broker/destination for monitoring purposes.,,burtonator,Major,Open,,01/Mar/15 22:06,01/Mar/15 22:31,
Bug,AMQ-5623,12778587,JMS Properties Regression,,MarcelM,Major,Closed,Not A Problem,01/Mar/15 16:15,01/Mar/15 17:16,
Bug,AMQ-5622,12778576,STOMP clients can only delete durable subscriptions when clientId equals subscriptionName,tabish,mjustin,Major,Resolved,Fixed,01/Mar/15 13:09,02/Mar/15 21:13,
Bug,AMQ-5620,12777915,deadlock on shutdown - kahadb and local tx rollback,gtully,gtully,Major,Resolved,Fixed,26/Feb/15 15:55,02/Mar/15 14:59,
Bug,AMQ-5619,12777680,logSize does not work with Replicated LevelDB store,,artem.karpenko,Major,Closed,Won't Fix,25/Feb/15 22:00,13/Dec/16 18:12,
Bug,AMQ-5618,12777677,Infinite loop in log replay with Replicated LevelDB,,artem.karpenko,Critical,Closed,Won't Fix,25/Feb/15 21:53,06/Feb/17 17:35,
Bug,AMQ-5613,12777470,"revise set and get methods name of ""RedeliveryBackOffMultiplier"" and ""RedeliveryUseExponentialBackOff""",,soul2zimate,Major,Open,,25/Feb/15 09:48,25/Feb/15 09:50,
Bug,AMQ-5612,12777330,logWriteBufferSize is not supported by LevelDB and ReplicatedLevelDB,,artem.karpenko,Minor,Resolved,Fixed,24/Feb/15 22:16,21/Jul/15 16:47,
Bug,AMQ-5611,12776933,Removed queue is resurrected after master restart,,artem.karpenko,Major,Closed,Won't Fix,23/Feb/15 20:17,06/Feb/17 14:30,
Bug,AMQ-5610,12776922,Queue GC takes 100ms per queue when advisory support enabled,,burtonator,Major,Open,,23/Feb/15 19:52,23/Feb/15 19:52,
Bug,AMQ-5609,12776907,ActiveMQ locks out new consumers/producers during queue GC,,burtonator,Major,Open,,23/Feb/15 18:44,23/Feb/15 20:37,
Bug,AMQ-5608,12776887,connecting with username and SimpleAuthenticationPlugin defined without any users leads to NPE,,robbie,Major,Resolved,Fixed,23/Feb/15 17:39,23/Feb/15 17:48,
Bug,AMQ-5605,12776495,High CPU load when using failover transport in network connector,,larsn,Major,Resolved,Fixed,20/Feb/15 17:33,29/Apr/16 11:12,
Bug,AMQ-5601,12776191,XA suspend/resume ending in a rollback not working properly (quick-fix attached),,slash,Major,Open,,19/Feb/15 15:38,19/Feb/15 15:43,
Bug,AMQ-5599,12776170,Broker start thread hangs forever in async mode when startup of PersistenceAdapter is very fast,,wardvijf,Major,Resolved,Fixed,19/Feb/15 14:24,02/Jun/15 15:38,
Bug,AMQ-5598,12776131,MQTT+NIO+SSL: Concurrent connections lead to 100% CPU usage,,JA,Major,Closed,Cannot Reproduce,19/Feb/15 11:38,22/Apr/15 05:33,
Bug,AMQ-5594,12775909,Virtual topic wildcard consumers don't receive some messages,dejanb,dejanb,Major,Resolved,Fixed,18/Feb/15 16:52,07/Sep/17 16:17,
Bug,AMQ-5588,12775365,Failover transport should not hang on startup if it cannot connect & Failover transport timeout options overrides reconnection strategy,,savita,Blocker,Closed,Not A Problem,16/Feb/15 13:19,28/May/15 23:07,
Bug,AMQ-5586,12774995,Unused ConnectionControl command should be removed,tabish,artnaseef,Major,Resolved,Fixed,13/Feb/15 19:19,13/Feb/15 19:20,
Bug,AMQ-5585,12774902,Messages not reachable after moving,dejanb,dejanb,Major,Resolved,Fixed,13/Feb/15 14:06,25/Jun/15 11:43,
Bug,AMQ-5584,12774744,Release 5.10.2 preparation,artnaseef,artnaseef,Minor,Resolved,Fixed,12/Feb/15 23:48,13/Feb/15 19:33,
Bug,AMQ-5583,12774743,Release 5.11.1 preparation,artnaseef,artnaseef,Minor,Resolved,Fixed,12/Feb/15 23:47,13/Feb/15 18:36,
Bug,AMQ-5582,12774441,Queues stop sending to consumers after a threshold,artnaseef,krishy,Major,Reopened,,12/Feb/15 05:20,19/Jul/16 16:45,
Bug,AMQ-5581,12774391,Failover with jdbcPersistenceAdapter/PGPoolingDataSource doesn't fail over properly when DB server changes IP,,iggy,Major,Open,,12/Feb/15 00:00,16/Feb/15 18:51,
Bug,AMQ-5580,12774352,Thread unsafe operations on the PersistenceAdapters in the mKahaDB implementation,tabish,tabish,Minor,Resolved,Fixed,11/Feb/15 21:34,13/Feb/15 18:22,
Bug,AMQ-5579,12774296,REST production of message bodies can result in IllegalStateException: STREAMED,artnaseef,artnaseef,Major,Resolved,Fixed,11/Feb/15 18:06,01/Apr/15 02:05,
