Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,AMQ-4355,12634819,RedeliveryRestartTest hangs intermittently,,kearls,Minor,Closed,Cannot Reproduce,01/Mar/13 14:44,08/Aug/13 13:48,
Bug,AMQ-4352,12634573,Expired message on the dlq miss originalExpiration property,,wangyin,Major,Closed,Cannot Reproduce,28/Feb/13 08:12,19/Jun/13 17:13,
Bug,AMQ-4351,12634386,Deadlock when unsubscribing durable subscriber,tabish,tlammens,Major,Resolved,Fixed,27/Feb/13 10:07,26/Apr/13 22:52,
Bug,AMQ-4350,12634296,SSHTunnelNetworkReconnectTest is failing,,kearls,Minor,Closed,Not A Problem,26/Feb/13 21:52,26/Feb/13 23:00,
Bug,AMQ-4349,12634182,ActiveMQ 5.8.0 thows nullpointer exception while shutting down (NIO + LevelDB + pending Non Peristent Messages),dejanb,rgooduru,Major,Resolved,Fixed,26/Feb/13 15:54,08/Oct/15 22:08,
Bug,AMQ-4348,12634080,Consumer not detecting broker restart,,moridin,Major,Closed,Not A Problem,26/Feb/13 08:44,05/Mar/13 08:27,
Bug,AMQ-4346,12633995,Activemq-5.8.0 Shutdown failing when using NIO + LevelDB,,rgooduru,Major,Closed,Fixed,25/Feb/13 21:25,08/Oct/15 22:08,
Bug,AMQ-4345,12633992,NIOSSLConcurrencyTest.testLoad fails on slow boxes,tabish,kearls,Major,Resolved,Fixed,25/Feb/13 21:01,25/Feb/13 21:18,
Bug,AMQ-4343,12633803,activemq-web-console can't be installed on Karaf 2.2.x,dejanb,iocanel,Major,Resolved,Fixed,24/Feb/13 16:31,24/Sep/13 07:22,
Bug,AMQ-4342,12633661,MemoryUsageCleanupTest fails intermittently,,kearls,Minor,Resolved,Fixed,22/Feb/13 18:17,22/Feb/13 18:25,
Bug,AMQ-4340,12633463,"When client uses the latest Java release, (eg. jdk1.7.0_13, jdk 1.7.0_9), client ssl connection fails when broker is set to use nio+ssl, and simpleAuthenticationPlugin",,yhuang1etrade,Major,Closed,Incomplete,21/Feb/13 20:18,07/May/13 23:19,
Bug,AMQ-4339,12633392,Corrupt KahaDB Journal may cause EOFException at Broker startup,,ken_barber,Major,Open,,21/Feb/13 13:52,06/Mar/13 15:20,
Bug,AMQ-4338,12633271,MQTTSSLTest has multiple test cases that fail frequently,,kearls,Minor,Resolved,Fixed,20/Feb/13 20:52,21/May/13 16:36,
Bug,AMQ-4336,12633203,SocketException: Connection reset exception occurred in ActiveMQ for Bulk message producer,,tamilmaran,Blocker,Closed,Incomplete,20/Feb/13 14:37,26/Aug/13 18:42,
Bug,AMQ-4335,12633091,Cannot set maxFrameSize greater than 100MB,,pflahrty,Major,Closed,Not A Problem,19/Feb/13 22:45,26/Feb/13 16:50,
Bug,AMQ-4333,12632979,ActiveMQ 5.8: Failed to execute purge task,gtully,anacortes,Major,Resolved,Fixed,19/Feb/13 13:10,22/Feb/13 15:56,
Bug,AMQ-4332,12632978,LargeQueueSparseDeleteTest gets timeouts on testMoveMessages and testRemoveMessages,,kearls,Minor,Closed,Fixed,19/Feb/13 12:51,09/Apr/13 16:09,
Bug,AMQ-4331,12632900,MessageSelectorTest fails because of dated config file,,kearls,Minor,Resolved,Fixed,18/Feb/13 21:28,18/Feb/13 21:48,
Bug,AMQ-4330,12632894,Removal of Master/Slave removed isSlave() JMX api,tabish,mattrpav,Major,Resolved,Fixed,18/Feb/13 20:49,13/Aug/13 18:59,
Bug,AMQ-4329,12632893,AMQ2149Test ,,kearls,Major,Resolved,Duplicate,18/Feb/13 20:47,05/Mar/13 15:10,
Bug,AMQ-4328,12632847,Cross talk over duplex network connection can lead to blocking,gtully,gtully,Major,Resolved,Fixed,18/Feb/13 15:21,28/Mar/17 13:55,
Bug,AMQ-4327,12632809,XMPP Connector does not work with ActiveMQ 5.7,,lokeshru,Major,Closed,Not A Problem,18/Feb/13 10:27,20/Feb/13 17:06,
Bug,AMQ-4326,12632788,Virtual destination and network of brokers,,pebrian27,Critical,Open,,18/Feb/13 05:59,07/Mar/16 22:10,
Bug,AMQ-4325,12632702,camel doen't honor credentials set on activemqcomponent bean via spring,davsclaus,kotkot,Major,Resolved,Fixed,16/Feb/13 08:38,07/Jun/14 20:58,
Bug,AMQ-4323,12632578,last modified producer audit checkpoint can prevent gc with cached bursty producers,gtully,gtully,Major,Resolved,Fixed,15/Feb/13 13:26,15/Feb/13 13:35,
Bug,AMQ-4322,12632459,org.apache.activemq.leveldb.LevelDBFastEnqueueTest hangs on Windows,,kearls,Major,Closed,Cannot Reproduce,14/Feb/13 20:12,08/Aug/13 11:24,
Bug,AMQ-4321,12632452,NIO+SSL Connector corrupts stream when data size exceeds SSL buffer size,tabish,ccondit,Major,Resolved,Fixed,14/Feb/13 19:47,02/May/13 02:30,
Bug,AMQ-4320,12632436,Destinations are not auto created when using Composite Destination configured on the broker,chirino,chirino,Major,Resolved,Fixed,14/Feb/13 18:55,23/Dec/13 00:06,
Bug,AMQ-4319,12632413,"ActiveMQ destination are tracked by securitycontext and never cleaned up, causes ActiveMQ to crash.",tabish,mwoodson,Major,Resolved,Fixed,14/Feb/13 17:13,25/Feb/13 18:24,
Bug,AMQ-4318,12632399,activemq-broker throws KahaDB error,,jessebs,Major,Closed,Not A Problem,14/Feb/13 16:02,04/Apr/13 21:30,
Bug,AMQ-4317,12632395,activemq-camel feature doesn't work,dejanb,dejanb,Major,Resolved,Fixed,14/Feb/13 15:34,17/Jun/13 19:12,
Bug,AMQ-4316,12632372,Problem with duplicate message detection using ObjectMessage with equal object,,pether,Major,Closed,Incomplete,14/Feb/13 13:23,25/Oct/13 15:21,
Bug,AMQ-4315,12632293,Duplicate files in distribution,,jgomes,Minor,Resolved,Fixed,13/Feb/13 22:12,20/Feb/13 17:10,
Bug,AMQ-4314,12632289,Client Connections Not Displayed on Admin Webpage,,jgomes,Critical,Resolved,Fixed,13/Feb/13 22:07,20/Mar/13 17:43,
Bug,AMQ-4313,12632226,Queue.isOptimizeStorage() returns true when it should be returning false.,,chirino,Major,Closed,Won't Fix,13/Feb/13 15:41,31/Jan/17 19:42,
Bug,AMQ-4312,12632109,NIO+SSL Connector fails with SSL exception under high concurrency,tabish,ccondit,Major,Resolved,Fixed,12/Feb/13 22:42,13/Feb/13 00:41,
Bug,AMQ-4308,12631504,HttpsTransportBrokerTest hangs occasionally,,kearls,Major,Closed,Cannot Reproduce,08/Feb/13 19:26,08/Mar/13 20:13,
Bug,AMQ-4307,12631497,org.apache.activemq.transport.http.HttpClientReconnectTest hangs occasionally,tabish,kearls,Minor,Resolved,Fixed,08/Feb/13 18:50,10/Jul/13 12:38,
Bug,AMQ-4306,12631493,BTreeIndexTest.testRandomAddRemove() is very slow on Solaris,,kearls,Minor,Resolved,Fixed,08/Feb/13 18:38,08/Mar/13 19:18,
Bug,AMQ-4304,12631417,Stopping the broker due ro IO exception. java.io.EOFException: Chunk stream does not exist at page,,fepwas,Major,Closed,Incomplete,08/Feb/13 10:14,15/Apr/13 18:51,
Bug,AMQ-4299,12631091,ActiveMQ doesn't start using the service wrapper,,jbonofre,Critical,Closed,Duplicate,06/Feb/13 16:47,06/Feb/13 19:45,
Bug,AMQ-4297,12630921,stomp deadlock on commit,gtully,gtully,Major,Resolved,Fixed,05/Feb/13 18:27,05/Feb/13 18:32,
Bug,AMQ-4296,12630676,Unit tests fail intermittently when using LevelDB adapter,tabish,tabish,Minor,Resolved,Fixed,04/Feb/13 17:25,22/Jul/13 20:55,
Bug,AMQ-4295,12630578,Kahadb and activemq delete files unexpectedly,,mohitanchlia,Critical,Closed,Duplicate,03/Feb/13 17:01,18/Mar/13 15:10,
Bug,AMQ-4294,12630553,Client Hang on large payloads of size 1-4MB,,mohitanchlia,Critical,Closed,Incomplete,02/Feb/13 23:32,14/Jan/14 15:15,
Bug,AMQ-4293,12630542,org.apache.activemq.OnePrefetchAsyncConsumerTest fails intermittently,,kearls,Minor,Open,,02/Feb/13 21:35,06/Feb/13 22:10,
Bug,AMQ-4291,12630355,org.apache.activemq.transport.stomp.StompTest#testReplyToAcrossConnections mostly fails,tabish,gtully,Major,Resolved,Fixed,01/Feb/13 11:14,01/Feb/13 19:18,
Bug,AMQ-4289,12630245,activemq-perf-maven-plugin is unusable because of bug in ReflectionUtil helper class,ceposta,ceposta,Major,Resolved,Fixed,01/Feb/13 00:00,01/Feb/13 00:26,
Bug,AMQ-4288,12630176,OptimizedAckTest fails intermittently,,kearls,Minor,Resolved,Fixed,31/Jan/13 17:24,31/Jan/13 19:36,
Bug,AMQ-4287,12630127,REOPEN - javax.jms.JMSException: The resource is allready being used in transaction context. ,,marcincinik,Critical,Resolved,Not A Problem,31/Jan/13 13:11,01/Feb/13 10:11,
Bug,AMQ-4286,12629997,NioQueueSubscriptionTest.testLotsOfConcurrentConnections fails,,kearls,Major,Open,,30/Jan/13 20:59,05/Feb/13 02:55,
Bug,AMQ-4285,12629949,NetworkFailoverTest failing ,gtully,tabish,Minor,Resolved,Fixed,30/Jan/13 17:39,31/Jan/13 14:19,
Bug,AMQ-4284,12629911,KahaDBSTore reset batching,,maurorappa,Major,Closed,Cannot Reproduce,30/Jan/13 14:56,09/Jul/13 19:50,
Bug,AMQ-4283,12629894, conditionalNetworkBridgeFilterFactory ignores NetworkTTL ,gtully,gtully,Major,Resolved,Fixed,30/Jan/13 13:47,30/Jan/13 13:53,
Bug,AMQ-4282,12629711,Deadlock in test BrokerNetworkwithStuckMessageTest,tabish,tabish,Major,Resolved,Fixed,29/Jan/13 15:59,29/Jan/13 17:53,
Bug,AMQ-4281,12629704,ActiveMQConnectionFactoryTest fails intermittently,,kearls,Minor,Resolved,Fixed,29/Jan/13 15:27,29/Jan/13 17:31,
Bug,AMQ-4278,12629543,deprecate xmpp transport,tabish,gtully,Major,Resolved,Fixed,28/Jan/13 15:50,28/Jan/13 15:59,
Bug,AMQ-4277,12629323,activemq-web - REST GET 204,,hhuang,Major,Reopened,,25/Jan/13 21:30,19/Nov/15 14:18,
Bug,AMQ-4276,12629320,Don't restart the network bridge on race condition where respondent sends to a temp dest that has just been deleted,gtully,gtully,Major,Resolved,Fixed,25/Jan/13 21:12,18/Feb/13 15:24,
Bug,AMQ-4275,12629149,"maven plugin goal ""activemq:run"" cannot run in latest 5.8 snapshot",ceposta,ceposta,Major,Resolved,Fixed,24/Jan/13 21:04,24/Jan/13 21:17,
Bug,AMQ-4274,12629148,Potential deadlock between FailoverTransport and AbstractInactivityMonitor,tabish,tabish,Major,Resolved,Fixed,24/Jan/13 21:02,24/Jan/13 21:38,
Bug,AMQ-4272,12629132,No connection could be found for ID NC_,ceposta,mohitanchlia,Critical,Resolved,Fixed,24/Jan/13 19:44,27/Jan/13 21:49,
Bug,AMQ-4269,12628976,Messages stuck and never gets processed,davsclaus,mohitanchlia,Critical,Resolved,Invalid,23/Jan/13 22:36,30/Oct/13 14:04,
Bug,AMQ-4268,12628941,DurableSubscriptionOfflineTest has several failures,tabish,kearls,Minor,Resolved,Fixed,23/Jan/13 19:19,08/Aug/13 14:03,
Bug,AMQ-4267,12628858,Huge tx-*.tmp file in the kahadb directory,,xbhanu,Major,Closed,Incomplete,23/Jan/13 07:32,26/Aug/13 18:44,
Bug,AMQ-4266,12628741,missing proton-api as dependency,,zhigang,Major,Resolved,Fixed,22/Jan/13 16:52,22/Jan/13 17:01,
Bug,AMQ-4265,12628729,AMQ4220Test is failing,,kearls,Major,Resolved,Fixed,22/Jan/13 15:57,22/Jan/13 16:42,
Bug,AMQ-4264,12628662,ActiveMQ dying with exception detected missing/corrupt journal files,,xbhanu,Major,Closed,Incomplete,22/Jan/13 06:51,26/Aug/15 18:06,
Bug,AMQ-4263,12628561,[ActiveMQ web-console] HTTP ERROR 405 instead of clear warning message in case Topic\Queue name did not set when trying to create.,davsclaus,rminko,Minor,Resolved,Won't Fix,21/Jan/13 15:12,30/Oct/13 14:04,
Bug,AMQ-4262,12628297,Pending send transaction can block on store usage and not resume once backlog is cleared,gtully,gtully,Major,Resolved,Fixed,18/Jan/13 22:27,21/Jan/13 11:44,
Bug,AMQ-4260,12628121,MessageGroupLateArrivalsTest fails intermittently,,kearls,Minor,Resolved,Fixed,17/Jan/13 23:01,17/Jan/13 23:22,
Bug,AMQ-4259,12627885,ClassCastException on Durable topic,,dawidnowak,Major,Closed,Duplicate,16/Jan/13 18:17,04/Jun/13 18:10,
Bug,AMQ-4258,12627699,Endless loop when received incorrect AMQP message,chirino,rbalent,Critical,Resolved,Fixed,15/Jan/13 18:23,23/Jan/13 14:54,
Bug,AMQ-4255,12627485,Negative values in Topic,mattrpav,mdblack98,Major,Open,,14/Jan/13 19:39,03/Mar/21 20:48,
Bug,AMQ-4254,12627470,BrokerXmlConfigStartTest fails intermittently,tabish,kearls,Minor,Resolved,Fixed,14/Jan/13 18:13,15/Jan/13 22:06,
Bug,AMQ-4249,12627290,Race condition in PropertiesLoginModule,,lothor,Minor,Resolved,Fixed,12/Jan/13 00:51,14/Jan/13 21:52,
Bug,AMQ-4248,12627031,FilePendingMessageCursor can retain memory after flush to disk till next reset via internal iterator,gtully,gtully,Major,Resolved,Fixed,10/Jan/13 21:25,18/Jan/13 20:40,
Bug,AMQ-4247,12626343,Jolokia error in latest 5.8 snapshot,,lionel.cons,Major,Closed,Fixed,07/Jan/13 12:58,10/Jan/13 15:02,
Bug,AMQ-4246,12626325,Change Type of offlineDurableSubscriberTimeout and offlineDurableSubscriberTaskSchedule to long,,oltoko,Major,Closed,Fixed,07/Jan/13 10:28,08/Jan/13 09:51,
Bug,AMQ-4245,12626296,MDB MaxSessions slowly dwindles on delivery failure,,dblevins,Major,Closed,Incomplete,07/Jan/13 06:30,20/Feb/13 17:12,
Bug,AMQ-4244,12625889,RA activation spec maxMessagesPerSessions property not honored.,,chirino,Major,Open,,03/Jan/13 18:50,19/Nov/15 14:37,
Bug,AMQ-4242,12625818,JMS Stream may lost data,davsclaus,wangyin,Major,Resolved,Won't Fix,03/Jan/13 08:18,30/Oct/13 14:23,
Bug,AMQ-4239,12625440,Possible Race Condition in FilePendingMessageCursor when sending messages quickly,,joechang,Major,Closed,Incomplete,28/Dec/12 19:57,14/May/13 18:43,
Bug,AMQ-4236,12625012,KahaDB Log File Clean Up Using MessageDatabase Trace Logging,,jsherman1,Minor,Resolved,Fixed,21/Dec/12 15:43,21/Dec/12 20:34,
Bug,AMQ-4235,12624999,Broker configured prefetch values are lost on failover reconnect,gtully,gtully,Major,Resolved,Fixed,21/Dec/12 14:35,21/Dec/12 14:45,
Bug,AMQ-4234,12624838,Broker destination policy prefetch value is ignored by stomp consumers,gtully,gtully,Minor,Resolved,Fixed,20/Dec/12 16:05,21/Dec/12 14:45,
Bug,AMQ-4230,12624459,Activemq hangs when temp storage is used,,tomas.martinec@d3s.mff.cuni.cz,Major,Closed,Incomplete,18/Dec/12 13:07,13/May/13 22:21,
Bug,AMQ-4229,12624379,activemq-web-console unusable in OSGi due to massive exports,davsclaus,raulvk,Critical,Resolved,Won't Fix,18/Dec/12 00:41,30/Oct/13 14:15,
Bug,AMQ-4227,12624304,ActiveMQSslConnectionFactory does not allow for regular files to be found unless a valid URL is provided or is located on the classpath,tabish,ccorsi,Major,Resolved,Fixed,17/Dec/12 16:07,17/Dec/12 19:01,
Bug,AMQ-4226,12624277,Broker destination zero prefetch and RAR endpoint listener are incompatible b/c RAR is starved of messages - log an error to highlight,gtully,gtully,Minor,Resolved,Fixed,17/Dec/12 13:27,02/May/13 02:29,
Bug,AMQ-4224,12624000,Setting queue policy queuePrefetch=0 in broker configuration causes messages to stay in pending state in broker - the messages aren't consumed,gtully,gtully,Minor,Resolved,Fixed,14/Dec/12 15:49,02/May/13 02:29,
Bug,AMQ-4223,12623887,Messages being distributed to exclusive consumers!,,djohle,Major,Open,,14/Dec/12 02:44,04/Nov/19 18:05,
Bug,AMQ-4222,12623793,"ProducerBrokerExchange holds reference to ""region"" destination after message has been sent",ceposta,ceposta,Major,Resolved,Fixed,13/Dec/12 18:16,14/Dec/12 17:43,
Bug,AMQ-4221,12623775,NPE plist (temp) sparse removal - filependingmessagecursor with selector and expiry,gtully,gtully,Major,Resolved,Fixed,13/Dec/12 16:15,13/Dec/12 16:45,
Bug,AMQ-4220,12623621,"PageFile is not loaded when recreating queue and perDestination=""true""",tabish,devoncrouse@gmail.com,Major,Resolved,Fixed,12/Dec/12 20:52,13/Dec/12 01:28,
Bug,AMQ-4218,12623366,JMS selector statement not displayed correctly in subscribers web view if contains XML-prohibited characters,tabish,wrobelda,Minor,Resolved,Fixed,11/Dec/12 12:03,11/Dec/12 16:32,
Bug,AMQ-4217,12623329,Transport Connection to: tcp://XX.XX.XX.XX:52509 failed: java.net.SocketException: Connection reset,,guanxiaohua2k6,Major,Closed,Incomplete,11/Dec/12 05:34,24/Jan/13 17:05,
Bug,AMQ-4216,12623191,FailoverTransport reconnect issue,,boday,Major,Closed,Not A Problem,10/Dec/12 18:48,10/Dec/12 19:17,
Bug,AMQ-4215,12623016,Simplify PList interface and provide a LevelDB store implementation.,chirino,chirino,Major,Resolved,Fixed,08/Dec/12 14:56,28/Jan/13 15:30,
Bug,AMQ-4214,12623010,PageFile is not loaded,,mdblack98,Major,Closed,Incomplete,08/Dec/12 12:46,13/May/13 22:23,
Bug,AMQ-4212,12622917,Broker may be unable to recover durable topic subscription from the kahadb journal,tabish,tmielke,Major,Resolved,Fixed,07/Dec/12 16:03,18/Jan/16 22:29,
Bug,AMQ-4210,12620389,DynamicallyIncludedDestinations is not enforced for the other end of duplex bridge,ceposta,ceposta,Major,Resolved,Fixed,06/Dec/12 21:43,07/Dec/12 16:15,
Bug,AMQ-4209,12618973,NetworkConnector and NetworkBridgeConfiguration have same named private variables for excludedDestination,ceposta,ceposta,Major,Resolved,Fixed,06/Dec/12 00:28,07/Dec/12 16:15,
Bug,AMQ-4208,12618964,Stuck Message Issue with ActiveMQ 5.6,,sinusekhar,Critical,Closed,Incomplete,05/Dec/12 23:20,07/Aug/15 21:15,
Bug,AMQ-4207,12618949,NullPointerException in ActiveMQSession.rollback(),,vpesochi,Minor,Closed,Won't Fix,05/Dec/12 21:28,12/Dec/12 14:20,
Bug,AMQ-4203,12618611,java.lang.IllegalStateException: setManagedConnection: illegal state exception. State = STATE_ACTIVE_FREE MCW = 2766a46b,,ajit_bantia,Major,Closed,Incomplete,03/Dec/12 18:52,14/May/13 18:45,
Bug,AMQ-4201,12618563,JMSX* properties not included in the getPropertyNames() enumeration,chirino,chirino,Major,Resolved,Fixed,03/Dec/12 13:38,03/Dec/12 13:43,
Bug,AMQ-4199,12618317,wrapper.jar missing from 5.7.0 ZIP distro,,dwebb,Major,Closed,Duplicate,30/Nov/12 13:48,30/Nov/12 14:05,
Bug,AMQ-4197,12618189,Error in XML in documentation - lease database locker,,ibeaumont,Trivial,Resolved,Fixed,29/Nov/12 18:05,29/Nov/12 19:07,
Bug,AMQ-4196,12618151,Race condition between removal of subscriptions and removal of destinations in a network of brokers,gtully,gtully,Major,Resolved,Fixed,29/Nov/12 13:16,02/May/13 02:30,
Bug,AMQ-4195,12618029,activemq-admin bstat command predefined query isn't even run,ceposta,ceposta,Minor,Resolved,Fixed,28/Nov/12 18:26,28/Nov/12 18:30,
Bug,AMQ-4194,12617947,"With JDBC persistence feature for AMQ, webconsole does not show up any queues ,but just a blank table.",,jessy_2012,Critical,Closed,Not A Problem,28/Nov/12 08:59,05/Dec/12 13:49,
Bug,AMQ-4193,12617939,Unable to load custom properties from credentials.properties file located in conf folder of ActiveMQ installation directory,,jessy_2012,Critical,Closed,Not A Problem,28/Nov/12 07:22,15/Dec/12 04:25,
Bug,AMQ-4189,12617693,PooledConnectionFactory with JmsTemplate results in MalformedParameterizedTypeException,,pragadeesh,Major,Closed,Fixed,26/Nov/12 21:24,05/Dec/12 21:59,
Bug,AMQ-4187,12617477,[osgi] activemq feature failed to install on Karaf 2.3.0,davsclaus,ytsejammer,Minor,Resolved,Invalid,23/Nov/12 21:22,27/Nov/12 09:42,
Bug,AMQ-4186,12617408,web-console xml views have duplicate contenttype headers - jsp errors,gtully,gtully,Major,Resolved,Fixed,23/Nov/12 11:01,23/Nov/12 11:11,
Bug,AMQ-4185,12617122,Unable to access JMSXUserId,tabish,harisundhar,Major,Resolved,Fixed,21/Nov/12 15:47,24/Jan/13 17:03,
Bug,AMQ-4183,12617003,AMQ 5.7 lost long queue names with filteredKahaDB,tabish,alisenberg,Minor,Resolved,Fixed,20/Nov/12 20:28,12/Dec/12 15:42,
Bug,AMQ-4182,12616950,Memory Leak for ActiveMQBytesMessage with Compression as true,dejanb,jeff.huang,Minor,Resolved,Fixed,20/Nov/12 15:42,23/Apr/14 10:59,
Bug,AMQ-4181,12616921,JMS queue browser returns only page size number of messages,gtully,dejanb,Major,Resolved,Fixed,20/Nov/12 11:53,06/Dec/20 02:43,
Bug,AMQ-4179,12616404,can't install activemq-extra feature,janstey,janstey,Major,Resolved,Fixed,16/Nov/12 13:03,16/Nov/12 13:05,
Bug,AMQ-4178,12616179,AcitveMQ java client occur EOFException accidently,,shamokuyuwpz,Major,Closed,Incomplete,15/Nov/12 02:21,29/May/13 22:52,
Bug,AMQ-4176,12616067,Producer Advisory messages not send when MessageProducer was created from PooledConnectionFactory,,arnoud,Major,Closed,Not A Problem,14/Nov/12 14:20,14/Nov/12 15:53,
Bug,AMQ-4173,12616053,CSRF protection not working properly,,tobb,Major,Reopened,,14/Nov/12 13:05,16/Feb/14 02:58,
Bug,AMQ-4172,12616048,RAR needs additional module includes post module refactor,gtully,gtully,Major,Resolved,Fixed,14/Nov/12 11:27,30/Aug/13 14:31,
Bug,AMQ-4171,12615693,KahaDB / Journal rotateWriteFIle() sometimes too fast?,tabish,mtmvetter,Major,Resolved,Fixed,12/Nov/12 09:53,07/Dec/12 21:30,
Bug,AMQ-4170,12615685,Crash when clean inactive destination: java.io.EOFException: Chunk stream does not exist at page ,,bill.wan,Major,Closed,Incomplete,12/Nov/12 08:36,13/May/13 22:25,
Bug,AMQ-4168,12615492,MQTTSSLTest.testTurnOffInactivityMonitor Disabled.,chirino,chirino,Major,Resolved,Fixed,09/Nov/12 15:12,09/Nov/12 15:36,
Bug,AMQ-4167,12615491,MQTTTest.testInactivityTimeoutDisconnectsClient is failing,chirino,chirino,Major,Resolved,Fixed,09/Nov/12 15:09,09/Nov/12 15:36,
Bug,AMQ-4166,12615460,RedeliveryPlugin causes a deadlock with JobSchedulerImpl,,barlabanov,Major,Closed,Fixed,09/Nov/12 10:57,21/Jan/16 18:35,
Bug,AMQ-4164,12615181,"In network of master slave brokers, if both masters down, slaves incorrectly create treat each other as slaves",,mserrano,Major,Closed,Won't Fix,07/Nov/12 16:18,31/Jan/13 21:16,
Bug,AMQ-4160,12614725,"DiscoveryNetworkConnector can lose track of active bridges, resulting in permanent bridge failure or continued attempts to re-connect existing bridges",tabish,stirlingc,Critical,Resolved,Fixed,04/Nov/12 19:18,02/May/13 02:30,
Bug,AMQ-4159,12614669,Race condition in SimpleDiscoveryAgent creates multiple concurrent threads attempting to connect to the same bridge --- can result in deadlock,tabish,stirlingc,Critical,Resolved,Fixed,03/Nov/12 22:40,02/May/13 02:30,
Bug,AMQ-4158,12614565,BTreeIndexTest hangs when run on Windows,,kearls,Minor,Resolved,Fixed,02/Nov/12 19:34,30/Nov/12 22:03,
Bug,AMQ-4157,12614557,KahaDBTransactionStore.removeAyncMessage may cancel addMessage when in transaction leading to unpersisted messages,gtully,mserrano,Blocker,Resolved,Fixed,02/Nov/12 19:07,28/Aug/13 14:29,
Bug,AMQ-4156,12614543,Inactivity monitor rejected from thread pool,tabish,seminolas,Major,Resolved,Fixed,02/Nov/12 18:05,05/Nov/12 10:59,
Bug,AMQ-4154,12614487,Karaf activemq feature can't be installed due to the unresolved dependencies,davsclaus,kapyar,Major,Resolved,Fixed,02/Nov/12 09:37,23/Nov/12 21:15,
Bug,AMQ-4153,12614480,ActiveMQWASInitialContextFactory issue in transform logic,davsclaus,davsclaus,Minor,Resolved,Fixed,02/Nov/12 07:54,02/Nov/12 08:57,
Bug,AMQ-4152,12614325,Problem with activemq-blueprint,davsclaus,alexander.osadchiy,Major,Resolved,Fixed,01/Nov/12 09:24,30/Oct/13 09:49,
Bug,AMQ-4151,12614294,"Duplicate non-persistent messages that are sent to a queue are either dispatched multiple times (i.e., not detected as duplicates) or cause the queue size to be miscalculated.",,stirlingc,Major,Closed,Incomplete,31/Oct/12 23:20,07/Dec/15 20:13,
Bug,AMQ-4150,12614139,"in pure master/slave, when the network is not stable, neither master nor slave can provide service to client",rajdavies,vivian58659,Major,Resolved,Won't Fix,31/Oct/12 09:10,13/Nov/12 09:33,
Bug,AMQ-4149,12614132,Removal of inactive durable subscribers not working after broker restart,tabish,lostincomputer,Major,Resolved,Fixed,31/Oct/12 06:51,01/Nov/12 23:09,
Bug,AMQ-4148,12614131,"Static subscriptions from network bridges do not respect TTL (off by one in calculation), resulting in duplicate consumers.",,stirlingc,Major,Resolved,Fixed,31/Oct/12 06:22,24/Jan/13 18:41,
Bug,AMQ-4147,12614093,Memory usage incorrectly updated across network of brokers when VMTransport is used.,tabish,stirlingc,Major,Resolved,Fixed,30/Oct/12 22:16,31/Mar/15 21:42,
Bug,AMQ-4145,12614039,IntrospectionSupport does not convert from primitive to Wrapper classes appropriately,ceposta,ceposta,Major,Resolved,Fixed,30/Oct/12 15:29,31/Oct/12 14:24,
Bug,AMQ-4143,12613992,Consumers and Producers fail to failover a second time once a broker comes back online,,fieldju,Major,Resolved,Not A Problem,30/Oct/12 05:30,31/Oct/12 17:35,
Bug,AMQ-4142,12613936,SimpleAuthenticationPluginTest hangs intermittently on Hudson,,kearls,Minor,Resolved,Fixed,29/Oct/12 18:43,29/Oct/12 20:53,
Bug,AMQ-4141,12613918,Semi-stuck queue until server restart,,jmkgreen,Critical,Resolved,Not A Problem,29/Oct/12 16:16,23/Nov/12 15:28,
Bug,AMQ-4140,12613792,"maven-activemq-plugin fails to resolve path to XBean file in multi-module builds, and does not have a skip flag",tabish,mcarre,Blocker,Resolved,Fixed,28/Oct/12 06:41,13/Mar/13 19:25,
Bug,AMQ-4139,12613771,Producer closed and session closed exception after upgrading to activemq version 5.7,,kalyan415,Major,Closed,Incomplete,27/Oct/12 20:26,08/Mar/13 21:09,
Bug,AMQ-4138,12613718,Network bridges can deadlock when memory limit exceeded,,stirlingc,Critical,Open,,26/Oct/12 21:31,26/Oct/12 22:05,
Bug,AMQ-4136,12613572,Broker freezes on peak burst producer persistent message delivery,,david.israel@zuora.com,Critical,Closed,Cannot Reproduce,25/Oct/12 21:34,18/Sep/13 18:50,
Bug,AMQ-4135,12613491,Bug in stomp+nio+ssl,tabish,mpaladin,Major,Resolved,Fixed,25/Oct/12 14:09,02/May/13 02:30,
Bug,AMQ-4134,12613368,Add XA support to the LevelDB store.,chirino,chirino,Major,Resolved,Fixed,24/Oct/12 21:07,28/Jan/13 15:37,
Bug,AMQ-4133,12613301,"Different behaviour with similar connectors with identical option, URI validation would be nice to have",,mpaladin,Minor,Resolved,Fixed,24/Oct/12 17:14,25/Oct/12 23:18,
Bug,AMQ-4132,12613296,Openwire+nio+ssl require to specify transport.enabledCipherSuites property,tabish,mpaladin,Major,Resolved,Fixed,24/Oct/12 16:19,25/Oct/12 20:17,
Bug,AMQ-4131,12613211,Duplicated classes in activemq-core and activemq-protobuf artifacts,,jstarker,Minor,Resolved,Fixed,23/Oct/12 22:29,16/Jan/13 21:25,
Bug,AMQ-4130,12613208,Duplicated Classes in activemq-spring and activemq-pool artifacts,,jstarker,Minor,Resolved,Fixed,23/Oct/12 22:10,17/Jan/13 18:49,
